cnt_p,time
1,0.016367
1,0.015653
1,0.013664
1,0.012234
1,0.015667
1,0.014172
1,0.014432
1,0.012255
1,0.016651
1,0.014115
1,0.015928
1,0.015855
1,0.014257
1,0.012424
1,0.017281
1,0.022804
1,0.014862
1,0.011431
1,0.014253
1,0.010360
1,0.013376
1,0.016281
1,0.011956
1,0.012766
1,0.014213
1,0.023725
1,0.023094
1,0.026334
1,0.018877
1,0.020284
2,0.060642
2,0.039962
2,0.032497
2,0.029309
2,0.030159
2,0.033897
2,0.036567
2,0.027368
2,0.034630
2,0.026684
2,0.033563
2,0.030364
2,0.044531
2,0.031167
2,0.037030
2,0.029749
2,0.030470
2,0.030444
2,0.030248
2,0.026934
2,0.029556
2,0.031125
2,0.030265
2,0.034179
2,0.032700
2,0.026150
2,0.032881
2,0.027472
2,0.035454
2,0.030648
3,0.055354
3,0.044324
3,0.054717
3,0.042722
3,0.047781
3,0.042817
3,0.046215
3,0.051742
3,0.043773
3,0.053489
3,0.040051
3,0.046144
3,0.048894
3,0.056280
3,0.042216
3,0.051085
3,0.046172
3,0.049752
3,0.045796
3,0.049561
3,0.045774
3,0.048877
3,0.048776
3,0.058477
3,0.037997
3,0.057399
3,0.043738
3,0.048523
3,0.049406
3,0.062295
4,0.082495
4,0.068688
4,0.067549
4,0.064232
4,0.061637
4,0.063973
4,0.065593
4,0.059620
4,0.077238
4,0.077581
4,0.068788
4,0.062217
4,0.075892
4,0.062222
4,0.064064
4,0.068825
4,0.065713
4,0.070484
4,0.063810
4,0.062120
4,0.069204
4,0.064543
4,0.068778
4,0.076645
4,0.065746
4,0.068995
4,0.066039
4,0.064412
4,0.061622
4,0.063048
5,0.092967
5,0.098856
5,0.110025
5,0.102988
5,0.082871
5,0.098661
5,0.084334
5,0.107005
5,0.096372
5,0.091896
5,0.091641
5,0.099822
5,0.075634
5,0.110684
5,0.096096
5,0.101712
5,0.082085
5,0.105658
5,0.095628
5,0.089797
5,0.073412
5,0.087592
5,0.088500
5,0.092058
5,0.092717
5,0.100355
5,0.084379
5,0.104152
5,0.085670
5,0.091412
6,0.138263
6,0.126111
6,0.117130
6,0.126063
6,0.127882
6,0.114224
6,0.123295
6,0.125826
6,0.115912
6,0.121348
6,0.112330
6,0.126609
6,0.138839
6,0.123371
